name;classification;province;longitude;latitude;area_type;ownership;district;sub_district;postal_area;postal_address;street_address
Luthuli Clinic;CLINIC;Eastern Cape Province;-31,120592;27,738735;RURAL;Facility Owner - Government - Local;Chris Hani District Municipality;Intsika Yethu Health sub-District;Tsomo;Luthuli Store P/Bag 202 Tsomo;
Lutubeni Clinic;CLINIC;Eastern Cape Province;-31,927063;28,881764;RURAL;Facility Owner - Government - Prov;Oliver Tambo District Municipality;King Sabata Dalindyebo Health sub-;MQANDULU;LUTUBENI CLINIC;LTUBENI LOCATION
Lwandile Clinic;CLINIC;Eastern Cape Province;-31,867282;29,213862;RURAL;Facility Owner - Government - Prov;Oliver Tambo District Municipality;Nyandeni Health sub-District;LIBODE;LWANDILE CLINIC, NYANDENI SUBDISTRICT;"FROM NGQELENI TOWN TRAVEL MTHATHA MOUTH, TURN LEFT TO LWANDILE
J.S.S."
Mabibi Clinic;CLINIC;KwaZulu-Natal Province;-27,32839;32,73092;RURAL;Facility Owner - Tribal;Umkhanyakude District Municipality;Umhlabuyalingana Local Municipality;Sibhayi;Mabibi Clinic P.O. Sibhayi;Mabibi near Mabibi Primary school
Macacuma Satellite Clinic;CLINIC;Eastern Cape Province;-30,457349;27,352186;RURAL;Facility Owner - Government - Prov;Joe Gqabi District Municipality;Senqu Health sub-District;STERKSPRUIT;MACACUMA VILLAGE;MACACUMA CLINIC
Macibe Clinic;CLINIC;Eastern Cape Province;-32,509413;28,320286;RURAL;Facility Owner - Government - Prov;Amathole District Municipality;Mnquma Health sub-District;CENTANE;MACIBE CLINIC, CENTANE;GILBERT STREET
Madibogopan Clinic;CLINIC;North West Province;-26,493851;25,148005;RURAL;Facility Owner - Government - Prov;Ngaka Modiri Molema District Municipality;Ratlou Local Municipality;Madibogopa Village;Madibogopan Clinic;
Schoonoord Clinic;CLINIC;Limpopo Province;-24,75505;30,010207;RURAL;Facility Owner - Government - Prov;Greater Sekhukhune District Municipality;Makhuduthamaga Local Municipality;Schoonoord;Madinkoana Street;
Vhambelani Maelula Clinic;CLINIC;Limpopo Province;-22,979246;30,147496;RURAL;Facility Owner - Government - Prov;Vhembe District Municipality;Makhado Local Municipality;MAKHADO;MAELULA;
Thandanani Clinic (Dannhauser);CLINIC;KwaZulu-Natal Province;-28,029623;30,060128;RURAL;Facility Owner - Government - Prov;Amajuba District Municipality;Dannhauser Local Municipality;Dannhauser;Mafusini Location;
Mahlungulu Clinic (Mhlontlo);CLINIC;Eastern Cape Province;-31,077384;28,81672;RURAL;Facility Owner - Government - Prov;Oliver Tambo District Municipality;Mhlontlo Health sub-District;QUMBU;MAHLUNGULU CLINIC;MAHLUNGULU A/A
Umzinto North Clinic;CLINIC;KwaZulu-Natal Province;-30,30441;30,66793;RURAL;Facility Owner - Government - Local;Ugu District Municipality;Umdoni Local Municipality;Umzinto;Main Road;
Nkanga Clinic;CLINIC;Eastern Cape Province;-31,46512;29,173588;RURAL;Facility Owner - Government - Prov;Oliver Tambo District Municipality;Nyandeni Health sub-District;LIBODE;MAIN ROAD;
Lesseyton Clinic;CLINIC;Eastern Cape Province;-31,842416;26,777496;RURAL;Facility Owner - Government - Prov;Chris Hani District Municipality;Lukhanji Health sub-District;Lesseyton Clinic Queenstown;Main Road Village Queenstown;
Chalema Clinic;CLINIC;Limpopo Province;-23,764964;28,747219;RURAL;Facility Owner - Government - Local;Waterberg District Municipality;Mogalakwena Local Municipality;MATEBELENG;MAIN STR MATEBELENG;
Norvalspont Clinic;CLINIC;Northern Cape Province;-30,629013;25,451862;RURAL;Facility Owner - Government - Prov;Pixley ka Seme District Municipality;Umsobomvu Local Municipality;;Main street;
Kanoneiland Satellite Clinic;SATELLITE CLINIC;Northern Cape Province;-28,655693;21,083214;RURAL;Facility Owner - Government - Local;Siyanda District Municipality;Kai !Garib Local Municipality;Kanoneiland;Mainroad,Kanoneiland;Mainroad,Kanoneiland
Majola Clinic;CLINIC;Eastern Cape Province;-31,516293;29,318765;RURAL;Facility Owner - Government - Prov;Oliver Tambo District Municipality;Nyandeni Health sub-District;PORT ST JOHNS;MAJOLA CLINIC, NYANDENI SUBDISTRICT;MAJOLA LOCATION,
Makofane Clinic;CLINIC;Limpopo Province;-24,496712;30,225188;RURAL;Facility Owner - Tribal;Greater Sekhukhune District Municipality;Greater Tubatse Local Municipality;Bugersfort;Makofane Village;
Makonde Clinic;CLINIC;Limpopo Province;-22,807707;30,568468;RURAL;Facility Owner - Government - Local;Vhembe District Municipality;Thulamela Local Municipality;THOHOYANDOU;MAKONDE TSHIUNGANI;
Makwantini Clinic;CLINIC;Eastern Cape Province;-31,105733;29,990211;RURAL;Facility Owner - Government - Prov;Alfred Nzo District Municipality;Umzimvubu Health sub-District;BIZANA;MAKWANTINI CLINIC, AMADIBA A/A;AMADIBA A/A
Umlazi V Clinic;CLINIC;KwaZulu-Natal Province;-29,960173;30,930411;URBAN;Facility Owner - Government - Local;eThekwini Metropolitan Municipality;eThekwini Metropolitan Municipality;umlazi;malamba road;V 1054
Mukhomi Clinic;CLINIC;Limpopo Province;-23,071993;30,561631;RURAL;Facility Owner - Government - Prov;Vhembe District Municipality;Thulamela Local Municipality;MALAMULELE;MALAMULELE HOSPITAL;MUKHONI
Tlangelani Clinic;CLINIC;Limpopo Province;-23,126165;30,533814;RURAL;;Vhembe District Municipality;Thulamela Local Municipality;MALAMULELE;MALAMULELE PHC PRIVATE BAG 9245;
Sterkstroom Clinic;CLINIC;Limpopo Province;-22,872209;30,646749;RURAL;Facility Owner - Government - Local;Vhembe District Municipality;Thulamela Local Municipality;Sterkstroom,;MALAVUWE VILLAGE;
Maletswai Clinic;CLINIC;Eastern Cape Province;-30,692789;26,692395;URBAN;Facility Owner - Government - Prov;Joe Gqabi District Municipality;Maletswai Health sub-District;ALIWAL NORTH;MALETSWAI CLINIC;BROADWAY STREET
J Mamabolo Clinic;CLINIC;Limpopo Province;-23,879667;29,820403;RURAL;Facility Owner - Government - Prov;Capricorn District Municipality;Polokwane Local Municipality;MAMABOLO;MAMABOLO J CLINIC;
Mangcwanguleni Clinic;CLINIC;Eastern Cape Province;-31,329304;29,172623;RURAL;Facility Owner - Government - Prov;Oliver Tambo District Municipality;Nyandeni Health sub-District;LIBODE;MANGCWANGULENI;
Mangoloaneng Clinic;CLINIC;Eastern Cape Province;-30,518884;28,460799;RURAL;Facility Owner - Government - Prov;Joe Gqabi District Municipality;Elundini Health sub-District;MOUNT FLETCHER;MANGOLOANENG;MANGOLOANENG
Mantusini Clinic;CLINIC;Eastern Cape Province;-31,575012;29,294014;RURAL;Facility Owner - Government - Local;Oliver Tambo District Municipality;Nyandeni Health sub-District;PORT ST JOHNS;MANTUSINI CLINIC;MANTUSINI A/A
Hlomendlini Clinic;CLINIC;Eastern Cape Province;-30,5861;27,263198;RURAL;Facility Owner - Government - Prov;Joe Gqabi District Municipality;Senqu Health sub-District;STERKSPRUIT;MANXEBA;HLOMENDLINI CLINIC
Mapuzi Clinic;CLINIC;Eastern Cape Province;-31,959265;29,130018;RURAL;Facility Owner - Government - Prov;Oliver Tambo District Municipality;King Sabata Dalindyebo Health sub-;MAPUZI A/A;MAPUZA CLINIC, MQANDULI;
Maqanyeni Clinic;CLINIC;Eastern Cape Province;-31,642225;28,973141;RURAL;Facility Owner - Government - Prov;Oliver Tambo District Municipality;Nyandeni Health sub-District;NGQELENI;MAQANYENI CLINIC;MAQENYENI LOC
Nanqo Simon Zono Clinic;CLINIC;Northern Cape Province;-30,700217;25,097754;URBAN;Facility Owner - Government - Prov;Pixley ka Seme District Municipality;Umsobomvu Local Municipality;Kwazamuxolo Nouport;Maqungu street;
Hanover Clinic;CLINIC;Northern Cape Province;-31,06752;24,4474;RURAL;Facility Owner - Government - Prov;Pixley ka Seme District Municipality;Emthanjeni Local Municipality;Hanover;Mark street;
Loxton Clinic;CLINIC;Northern Cape Province;-31,475597;22,352484;RURAL;;Pixley ka Seme District Municipality;Ubuntu Local Municipality;Richmond;Mark Street;
Mount Frere PHC Clinic;CLINIC;Eastern Cape Province;-30,900045;28,995707;RURAL;Facility Owner - Government - Prov;Alfred Nzo District Municipality;Umzimvubu Health sub-District;Mt Frere;Mary Teressa Street;
Kwanonzame New Clinic;CLINIC;Eastern Cape Province;-31,517377;24,008493;RURAL;Facility Owner - Government - Prov;Chris Hani District Municipality;Inxuba Yethemba Health sub-District;;Masango Street;Masango Street
Selope Thema Clinic;CLINIC;Gauteng Province;-26,307133;28,419107;RURAL;Facility Owner - Government - Local;Ekurhuleni Metropolitan Municipality;Ekurhuleni East 2 Health sub-District;Kwa-Thema;Masimbeni Street,;
Tours Clinic;CLINIC;Limpopo Province;-24,10322;30,26758;RURAL;;Mopani District Municipality;Greater Tzaneen Local Municipality;shiluvana;masoma village;
Masutlhe 1 Clinic;CLINIC;North West Province;-25,850884;25,409124;RURAL;Facility Owner - Government - Prov;Ngaka Modiri Molema District Municipality;Mahikeng Local Municipality;Masutlhe Village;Masutlhe 1 Village;
Masutlhe 2 Clinic;CLINIC;North West Province;-25,785585;25,419788;RURAL;Facility Owner - Government - Prov;Ngaka Modiri Molema District Municipality;Mahikeng Local Municipality;Masutlhe;Masutlhe Village;Masutlhe TI Village
New Brighton CHC;CHC;Eastern Cape Province;-33,909006;25,58468;URBAN;Facility Owner - Government - Prov;Nelson Mandela Bay Municipality;Nelson Mandela C Health sub-District;New Brighton;Mati Road;
Matlhonyane Clinic;CLINIC;North West Province;-25,976967;25,690273;RURAL;Facility Owner - Government - Local;Ngaka Modiri Molema District Municipality;Mahikeng Local Municipality;Mahikeng;Matlhonyane Village;Matlhonyane Village near Primary school Stand no 214
Matyantya Clinic;CLINIC;Eastern Cape Province;-31,785279;27,072034;RURAL;Facility Owner - Government - Prov;Chris Hani District Municipality;Emalahleni Health sub-District;Lady Frere;Matyantya Village Lady Frere;
Mashashane Clinic;CLINIC;Limpopo Province;-23,93;29,13306;RURAL;Facility Owner - Government - Prov;Capricorn District Municipality;Aganang Local Municipality;Vllage;Maune Village, Mashashane;
Mbalisweni Clinic;CLINIC;Eastern Cape Province;-31,267639;29,115813;RURAL;Facility Owner - Government - Local;Oliver Tambo District Municipality;Mhlontlo Health sub-District;QUMBU;MBALISWENI CLINIC;NOGAYA A/A
Nqabeni Clinic;CLINIC;Eastern Cape Province;-32,118704;28,58487;RURAL;Facility Owner - Government - Prov;Amathole District Municipality;Mbhashe Health sub-District;Mbashe;Mbashe;
Mpozolo Clinic;CLINIC;Eastern Cape Province;-32,181989;28,779075;RURAL;Facility Owner - Government - Prov;Amathole District Municipality;Mbhashe Health sub-District;Idutywa;Mbashe Sub District;
Jingqi Clinic;CLINIC;Eastern Cape Province;-32,332831;28,657679;RURAL;Facility Owner - Government - Prov;Amathole District Municipality;Mbhashe Health sub-District;Idutywa;Mbashe Sub District;
Mahasana Clinic;CLINIC;Eastern Cape Province;-32,33607;28,727489;RURAL;Facility Owner - Government - Prov;Amathole District Municipality;Mbhashe Health sub-District;Idutywa;Mbashe Sub District;
Allemansdrift B Clinic;CLINIC;Mpumalanga Province;-25,14146;28,864592;RURAL;Facility Owner - Government - Prov;Nkangala District Municipality;Dr JS Moroka Local Municipality;Allemansdrift;Mbhongo Street, Allemansdrift;
Mbilwi Clinic;CLINIC;Limpopo Province;-22,928985;30,468999;RURAL;Facility Owner - Government - Local;Vhembe District Municipality;Thulamela Local Municipality;SIBASA;MBILWI;
Mbuthisweni Clinic;CLINIC;KwaZulu-Natal Province;-30,059767;30,457975;RURAL;Facility Owner - Tribal;uMgungundlovu District Municipality;Richmond Local Municipality;Plessislear;Mbuthisweni Clinic P.O Box509;
Mbuzini Clinic;CLINIC;Mpumalanga Province;-25,936078;31,952451;RURAL;Facility Owner - Government - Prov;Ehlanzeni District Municipality;Nkomazi Local Municipality;MBUZINI;MBUZINI;
Ndanya Clinic;CLINIC;Eastern Cape Province;-31,572718;28,961581;RURAL;Facility Owner - Government - Prov;Oliver Tambo District Municipality;Nyandeni Health sub-District;NGQELENI;MCONCO;
Mdeni Clinic;CLINIC;Eastern Cape Province;-31,034761;28,779043;RURAL;Facility Owner - Government - Prov;Oliver Tambo District Municipality;Mhlontlo Health sub-District;QUMBU;MDENI CLINIC;MDENI LOCATION
Mduku Clinic;CLINIC;KwaZulu-Natal Province;-27,8281;32,38807;RURAL;Facility Owner - Tribal;Umkhanyakude District Municipality;The Big 5 False Bay Local Municipality;Hluhluwe;Mduku Area;
Welbedacht Clinic;CLINIC;KwaZulu-Natal Province;-29,925196;30,859922;RURAL;Facility Owner - Government - Prov;eThekwini Metropolitan Municipality;eThekwini Metropolitan Municipality;Welbedacht;Medical Resource centre,Sarvadarma avenue;
Melani Clinic;CLINIC;Eastern Cape Province;-32,72545;26,87394;RURAL;Facility Owner - Government - Prov;Amathole District Municipality;Nkonkobe Health sub-District;Alice;Melani location;
Mfongosi Clinic;CLINIC;KwaZulu-Natal Province;-28,715751;30,806482;RURAL;Facility Owner - Government - Prov;Uthungulu District Municipality;Nkandla Local Municipality;Keanskop;Mfongosi clinic C/O Khombe Hospital Private Bag X203;
Mgangeni Clinic;CLINIC;KwaZulu-Natal Province;-30,237236;30,38099;RURAL;Facility Owner - Government - Local;Ugu District Municipality;Vulamehlo Local Municipality;Mgangeni Clinic scottburgh;Mgangeni Clinic scottburgh;
Lower Regu Clinic;CLINIC;Eastern Cape Province;-32,81815;26,95249;RURAL;Facility Owner - Government - Prov;Amathole District Municipality;Nkonkobe Health sub-District;Middledrift;Middledrift Clinic;Lower Regu Location
Mitford Clinic;CLINIC;Eastern Cape Province;-31,990625;26,532328;RURAL;Facility Owner - Government - Prov;Chris Hani District Municipality;Inxuba Yethemba Health sub-District;Midford Clinic Ntabetemba;Mitford Clinic,Ntabethemba;Mitford Clinic
Mangqamzeni Clinic;CLINIC;Eastern Cape Province;-30,995591;29,069079;RURAL;Facility Owner - Government - Prov;Alfred Nzo District Municipality;Umzimvubu Health sub-District;NTABANKULU;MKONQO LOCATION;MKHONYO LOCATION
Ncemaneni Clinic;CLINIC;KwaZulu-Natal Province;-28,33601;31,66601;RURAL;Facility Owner - Government - Prov;Zululand District Municipality;Ulundi Local Municipality;Mahlabathini;Mlonjeni c/o Nkonjeni Private Bag x509, Mahlabathini;maroeni Area next to Azonke High School
Villiers Clinic;CLINIC;Free State Province;-27,028574;28,59694;URBAN;Facility Owner - Government - Local;Fezile Dabi District Municipality;Mafube Local Municipality;villiers;MMET STR LERSVILLIERS;24 ERMMET STR LILLERS
Perskebult Clinic;CLINIC;Limpopo Province;-23,80154;29,35804;RURAL;Facility Owner - Government - Prov;Capricorn District Municipality;Polokwane Local Municipality;POLOKWANE;MMOTONG VILLAGE;
Mngungu Clinic;CLINIC;Eastern Cape Province;-31,056413;30,032035;RURAL;Facility Owner - Government - Prov;Alfred Nzo District Municipality;Umzimvubu Health sub-District;BIZANA;MNGUNGU LOC;
Mntungwana Clinic;CLINIC;KwaZulu-Natal Province;-30,146621;30,305561;RURAL;Facility Owner - Government - Prov;Sisonke District Municipality;Ubuhlebezwe Local Municipality;Highflats;Mntungwana clinic;rural area
Fateng Tse Ntsho Clinic;CLINIC;Free State Province;-28,298987;27,967356;RURAL;Facility Owner - Government - Prov;Thabo Mofutsanyane District Municipality;Dihlabeng Local Municipality;;MO 400 Location Paul Roax 9800;MO 400 Location Paul Roux 9803
Ipopeng Clinic;CLINIC;North West Province;-24,944337;27,088997;RURAL;Facility Owner - Government - Prov;Bojanala Platinum District Municipality;Moses Kotane Local Municipality;Moses kotane;Mogalese;
Moganyaka Clinic;CLINIC;Limpopo Province;-24,951321;29,410288;RURAL;Facility Owner - Government - Prov;Greater Sekhukhune District Municipality;Ephraim Mogale Local Municipality;Moganyaka;Moganyaka, 0459;823, Leeufontein
Steve Tshwete Clinic;CLINIC;North West Province;-26,72396;27,020375;URBAN;Facility Owner - Government - Prov;Dr Kenneth Kaunda District Municipality;Tlokwe Local Municipality;Ikageng location;Mogocodi street;
Brakkuil Clinic;CLINIC;North West Province;-25,25494;26,48267;RURAL;Facility Owner - Government - Local;Bojanala Platinum District Municipality;Moses Kotane Local Municipality;not given;Mokwena Section;
Montana Clinic;CLINIC;Northern Cape Province;-30,646067;24,028899;RURAL;Facility Owner - Government - Prov;Pixley ka Seme District Municipality;Emthanjeni Local Municipality;De Aar;Montana De Aar;Amaudle Street
Lehlohonolo Adams Clinic;CLINIC;Northern Cape Province;-29,06871;23,7772;RURAL;Facility Owner - Government - Local;Pixley ka Seme District Municipality;Siyancuma Local Municipality;Bongani;Monyatsi street;Monyatsi street
Makgope Clinic;CLINIC;Limpopo Province;-23,617767;30,46803;RURAL;Facility Owner - Government - Local;Mopani District Municipality;Greater Tzaneen Local Municipality;xihoko;mookkgo village block6;mokgope
Moreipuso Clinic;CLINIC;Mpumalanga Province;-24,703055;31,004936;RURAL;Facility Owner - Government - Prov;Ehlanzeni District Municipality;Bushbuckridge Local Municipality;Moreipuso;Moreipuso;Bushbuck Ridge Distict
Bosplaas Clinic;CLINIC;North West Province;-25,319138;28,249841;RURAL;Facility Owner - Government - Prov;Bojanala Platinum District Municipality;Moretele Local Municipality;Bosplaas;Morete Sub District Private445 Bag X;Plot 379 Bosplaas
Boikanyo Clinic;CLINIC;North West Province;-25,06694;26,94953;RURAL;Facility Owner - Government - Prov;Bojanala Platinum District Municipality;Moses Kotane Local Municipality;Boikanyo;Morokologadi Section;
Krantzplaas Clinic;CLINIC;Limpopo Province;-23,48622;28,91639;RURAL;Facility Owner - Government - Prov;Capricorn District Municipality;Blouberg Local Municipality;Kraansplaas;MOSEHLENG VILLAGE;
Thusong Clinic;CLINIC;Free State Province;-29,18472;26,23462;URBAN;Facility Owner - Government - Prov;Mangaung Metropolitan Municipality;Bloemfontein Health sub-District;Rocklands;Moshoeshoe Road;
Kroonvale Clinic;CLINIC;Eastern Cape Province;-32,255736;24,561326;RURAL;Facility Owner - Government - Prov;Cacadu District Municipality;Camdeboo Health sub-District;Graaff Reinet;Mossie and Arcadia street;
Ekuhlehleni Clinic;CLINIC;KwaZulu-Natal Province;-26,85419;32,04265;RURAL;Facility Owner - Government - Prov;Umkhanyakude District Municipality;Jozini Local Municipality;Ingwavuma;Mosvold Hospital. Private Bag x2211;Ekuhleni
Motetema Clinic;CLINIC;Limpopo Province;-25,098347;29,465477;RURAL;Facility Owner - Government - Local;Greater Sekhukhune District Municipality;Elias Motsoaledi Local Municipality;Motetema;Motetema next to police station;
